date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active
2021-11-13,1892199,1734622,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,126009,5403933.0
2021-11-14,1897896,1738308,31630,12416275,29559633,5697,3686,62,28372,24236,41975908,52608,0.10829151459854014,127958,5407887.0
2021-11-15,1909458,1748466,31723,12483147,29619810,11562,10158,93,66872,60177,42102957,127049,0.09100425819959228,129269,5433981.0
2021-11-16,1931994,1757236,31793,12578788,29671332,22536,8770,70,95641,51522,42250120,147163,0.15313631823216434,142965,5459423.0
2021-11-17,1946182,1765812,31875,12640681,29695281,14188,8576,82,61893,23949,42335962,85842,0.16528039887234686,148495,5451785.0
2021-11-18,1959695,1774001,31995,12705044,29747519,13513,8189,120,64363,52238,42452563,116601,0.11589094433152375,153699,5463232.0
2021-11-19,1982665,1783178,32108,12796709,29813877,22970,9177,113,91665,66358,42610586,158023,0.14535858704112692,167379,5478945.0
2021-11-20,1997079,1786828,32204,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,178047,5477367.0
2021-11-21,2005356,1790566,32317,12898652,29873218,8277,3738,113,36115,25987,42771870,62102,0.13328073169946217,182473,5473978.0
2021-11-22,2019872,1806485,32428,12976812,29921127,14516,15919,111,78160,47909,42897939,126069,0.11514329454505072,180959,5477231.0
2021-11-23,2045783,1819647,32543,13081588,29951131,25911,13162,115,104776,30004,43032719,134780,0.19224662412820892,193593,5483778.0
2021-11-24,2063827,1832264,32636,13183063,29978872,18044,12617,93,101475,27741,43161935,129216,0.1396421495789995,198927,5491461.0
2021-11-25,2091764,1844811,32750,13284131,30014499,27937,12547,114,101068,35627,43298630,136695,0.20437470280551592,214203,5494226.0
2021-11-26,2112142,1857921,32868,13384086,30043867,20378,13110,118,99955,29368,43427953,129323,0.1575744453809454,221353,5503458.0
2021-11-27,2124670,1863676,32963,13458530,30051767,12528,5755,95,74444,7900,43510297,82344,0.1521422325852521,228031,5498923.0
2021-11-28,2133975,1869497,33083,13508423,30062042,9305,5821,120,49893,10275,43570465,60168,0.15465031245844968,231395,5494436.0
2021-11-29,2151589,1891760,33191,13595577,30110207,17614,22263,108,87154,48165,43705784,135319,0.1301664954662686,226638,5500498.0
2021-11-30,2173610,1910896,33311,13709676,30138074,22021,19136,120,114099,27867,43847750,141966,0.15511460490539988,229403,5515321.0
2021-12-01,2194763,1919314,33451,13810312,30163498,21153,8418,140,100636,25424,43973810,126060,0.16780104712041885,241998,5539387.0
2021-12-02,2213381,1939700,33576,13911565,30194247,18618,20386,125,101253,30749,44105812,132002,0.14104331752549204,240105,5567371.0
2021-12-03,2231064,1960167,33695,14011478,30219324,17683,20467,119,99913,25077,44230802,124990,0.14147531802544203,237202,5604399.0
2021-12-04,2242046,1969293,33804,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,238949,5615276.0
2021-12-05,2248380,1977742,33914,14122629,30235396,6334,8449,110,39278,8700,44358025,47978,0.1320188419692359,236724,5620619.0
2021-12-06,2263953,2004679,34037,14209891,30275552,15573,26937,123,87262,40156,44485443,127418,0.12221978056475537,225237,5645538.0
2021-12-07,2283482,2029552,34146,14314115,30299206,19529,24873,109,104224,23654,44613321,127878,0.15271586981341592,219784,5682784.0
2021-12-08,2299688,2050331,34258,14402912,30323373,16206,20779,112,88797,24167,44726285,112964,0.14346163379483728,215099,5708381.0
2021-12-09,2313951,2069801,34371,14490515,30352156,14263,19470,113,87603,28783,44842671,116386,0.12254910384410496,209779,5733765.0
2021-12-10,2326350,2088865,34491,14577733,30375266,12399,19064,120,87218,23110,44952999,110328,0.11238307591907766,202994,5761138.0
2021-12-11,2335435,2097160,34591,14640412,30382370,9085,8295,100,62679,7104,45022782,69783,0.13018930111918375,203684,5771022.0
2021-12-12,2339560,2104811,34714,14668794,30390678,4125,7651,123,28382,8308,45059472,36690,0.11242845461978741,200035,5772394.0
2021-12-13,2351463,2131826,34828,14751747,30427554,11903,27015,114,82953,36876,45179301,119829,0.09933321650017943,184809,5773492.0
2021-12-14,2368167,2152510,34941,14848526,30450752,16704,20684,113,96779,23198,45299278,119977,0.13922668511464698,180716,5789282.0
2021-12-15,2379784,2171263,35064,14924010,30474321,11617,18753,123,75484,23569,45398331,99053,0.11728064773404137,173457,5799577.0
2021-12-16,2389282,2188387,35160,15002497,30504149,9498,17124,96,78487,29828,45506646,108315,0.08768868577759313,165735,5807905.0
2021-12-17,2398243,2204824,35248,15079421,30528755,8961,16437,88,76924,24606,45608176,101530,0.08825962769624741,158171,5820155.0
2021-12-18,2404227,2211938,35350,15129202,30538939,5984,7114,102,49781,10184,45668141,59965,0.0997915450679563,156939,5820839.0
2021-12-19,2407969,2218343,35418,15158926,30549035,3742,6405,68,29724,10096,45707961,39820,0.09397287795077851,154208,5816629.0
2021-12-20,2416567,2240676,35497,15232318,30582391,8598,22333,79,73392,33356,45814709,106748,0.08054483456364522,140394,5816896.0
2021-12-21,2428408,2257172,35578,15314879,30604329,11841,16496,81,82561,21938,45919208,104499,0.11331208911090059,135658,5814844.0
2021-12-22,2436101,2271927,35662,15393635,30624502,7693,14755,84,78756,20173,46018137,98929,0.07776284001657754,128512,5798957.0
2021-12-23,2443460,2284391,35720,15483003,30640794,7359,12464,58,89368,16292,46123797,105660,0.06964792731402612,123349,5741460.0
2021-12-24,2445505,2296629,35798,15503769,30645346,2045,12238,78,20766,4552,46149115,25318,0.08077257287305474,113078,5655705.0
2021-12-25,2446594,2302009,35865,15517386,30650764,1089,5380,67,13617,5418,46168150,19035,0.057210401891252954,108720,5477117.0
2021-12-26,2448608,2306935,35949,15538447,30660566,2014,4926,84,21061,9802,46199013,30863,0.0652561319379192,105724,5451551.0
2021-12-27,2455468,2325161,36000,15594290,30684899,6860,18226,51,55843,24333,46279189,80176,0.08556176411893833,94307,5566642.0
2021-12-28,2464546,2338120,36072,15653718,30702511,9078,12959,72,59428,17612,46356229,77040,0.11783489096573209,90354,5543794.0
2021-12-29,2470701,2348639,36146,15697768,30720034,6155,10519,74,44050,17523,46417802,61573,0.09996264596495218,85916,5513171.0
2021-12-30,2476457,2357485,36204,15737345,30736555,5756,8846,58,39577,16521,46473900,56098,0.10260615351705943,82768,5471525.0
2021-12-31,2481452,2366250,36259,15772852,30744955,4995,8765,55,35507,8400,46517807,43907,0.11376318126950144,78943,5391784.0
2022-01-01,2482542,2370636,36303,15781556,30749140,1090,4386,44,8704,4185,46530696,12889,0.08456823648072,75603,5358210.0
2022-01-02,2484469,2374560,36354,15801146,30760647,1927,3924,51,19590,11507,46561793,31097,0.061967392352960095,73555,5349144.0
2022-01-03,2493813,2387496,36415,15874592,30800921,9344,12936,61,73446,40274,46675513,113720,0.08216672529018643,69902,5385504.0
2022-01-04,2503990,2396032,36474,15946118,30826067,10177,8536,59,71526,25146,46772185,96672,0.10527350215160543,71484,5435308.0
2022-01-05,2511371,2403693,36513,15999701,30848017,7381,7661,39,53583,21950,46847718,75533,0.09771887784147326,71165,5439214.0
2022-01-06,2518006,2408827,36570,16056962,30871156,6635,5134,57,57261,23139,46928118,80400,0.08252487562189055,72609,5458158.0
2022-01-07,2524673,2409846,36615,16125287,30887753,6667,1019,45,68325,16597,47013040,84922,0.07850733614375545,78212,5483722.0
2022-01-08,2528633,2411532,36658,16165657,30895071,3960,1686,43,40370,7318,47060728,47688,0.08303975842979366,80443,5484630.0
2022-01-09,2531395,2414837,36681,16189515,30903415,2762,3305,23,23858,8344,47092930,32202,0.08577107011986833,79877,5478873.0
2022-01-10,2538737,2424911,36724,16261167,30939094,7342,10074,43,71652,35679,47200261,107331,0.06840521377793927,77102,5478913.0
2022-01-11,2551108,2431622,36761,16339204,30960821,12371,6711,37,78037,21727,47300025,99764,0.12400264624513853,82725,5485245.0
2022-01-12,2562561,2437056,36801,16404575,30980357,11453,5434,40,65371,19536,47384932,84907,0.13488876064399874,88704,5488073.0
2022-01-13,2574245,2442625,36831,16474642,31003284,11684,5569,30,70067,22927,47477926,92994,0.12564251457083253,94789,5494374.0
2022-01-14,2587463,2445907,36862,16556302,31021401,13218,3282,31,81660,18117,47577703,99777,0.13247542018701705,104694,5499768.0
2022-01-15,2596754,2446924,36886,16617609,31027149,9291,1017,24,61307,5748,47644758,67055,0.13855790023115352,112944,5489106.0
2022-01-16,2603997,2446980,36913,16651996,31034825,7243,56,27,34387,7676,47686821,42063,0.17219408981765447,120104,5473665.0
2022-01-17,2624288,2447211,36939,16744145,31092395,20291,231,26,92149,57570,47836540,149719,0.13552722099399542,140138,5446858.0
2022-01-18,2652778,2447449,36960,16853757,31121196,28490,238,21,109612,28801,47974953,138413,0.20583326710641342,168369,5419408.0
2022-01-19,2678767,2447642,36972,16946330,31138432,25989,193,12,92573,17236,48084762,109809,0.23667458951452067,194153,5387091.0
