date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active
2021-11-12,1882962,1731008,31494,12341884,29500808,14259,7274,68,73128,66659,41842692,139787,0.1020051936160015,120460,5397808.0
2021-11-13,1892142,1734667,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,125907,5403747.0
2021-11-14,1897838,1738353,31630,12416275,29559633,5696,3686,62,28372,24236,41975908,52608,0.10827250608272507,127855,5407701.0
2021-11-15,1909400,1748511,31723,12483147,29619810,11562,10158,93,66872,60177,42102957,127049,0.09100425819959228,129166,5433796.0
2021-11-16,1931936,1757282,31792,12578788,29671332,22536,8771,69,95641,51522,42250120,147163,0.15313631823216434,142862,5459234.0
2021-11-17,1946124,1765858,31874,12640681,29695281,14188,8576,82,61893,23949,42335962,85842,0.16528039887234686,148392,5451598.0
2021-11-18,1959637,1774047,31994,12705044,29747519,13513,8189,120,64363,52238,42452563,116601,0.11589094433152375,153596,5463045.0
2021-11-19,1982607,1783224,32107,12796709,29813877,22970,9177,113,91665,66358,42610586,158023,0.14535858704112692,167276,5478758.0
2021-11-20,1997021,1786874,32203,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,177944,5477180.0
2021-11-21,2005298,1790612,32316,12898652,29873218,8277,3738,113,36115,25987,42771870,62102,0.13328073169946217,182370,5473791.0
2021-11-22,2019813,1806531,32427,12976812,29921127,14515,15919,111,78160,47909,42897939,126069,0.11513536238091839,180855,5477042.0
2021-11-23,2045724,1819693,32542,13081588,29951131,25911,13162,115,104776,30004,43032719,134780,0.19224662412820892,193489,5483591.0
2021-11-24,2063768,1832310,32635,13183063,29978872,18044,12617,93,101475,27741,43161935,129216,0.1396421495789995,198823,5491274.0
2021-11-25,2091705,1844856,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,214100,5494037.0
2021-11-26,2112083,1857967,32866,13384086,30043867,20378,13111,117,99955,29368,43427953,129323,0.1575744453809454,221250,5503266.0
2021-11-27,2124611,1863722,32961,13458530,30051767,12528,5755,95,74444,7900,43510297,82344,0.1521422325852521,227928,5498731.0
2021-11-28,2133916,1869543,33081,13508423,30062042,9305,5821,120,49893,10275,43570465,60168,0.15465031245844968,231292,5494245.0
2021-11-29,2151530,1891807,33189,13595577,30110207,17614,22264,108,87154,48165,43705784,135319,0.1301664954662686,226534,5500306.0
2021-11-30,2173550,1910943,33309,13709676,30138074,22020,19136,120,114099,27867,43847750,141966,0.15510756096530154,229298,5515128.0
2021-12-01,2194703,1919361,33449,13810312,30163498,21153,8418,140,100636,25424,43973810,126060,0.16780104712041885,241893,5539194.0
2021-12-02,2213321,1939747,33574,13911565,30194247,18618,20386,125,101253,30749,44105812,132002,0.14104331752549204,240000,5567175.0
2021-12-03,2231005,1960214,33693,14011478,30219324,17684,20467,119,99913,25077,44230802,124990,0.14148331866549324,237098,5604202.0
2021-12-04,2241987,1969340,33802,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,238845,5615082.0
2021-12-05,2248321,1977789,33912,14122629,30235396,6334,8449,110,39278,8700,44358025,47978,0.1320188419692359,236620,5620423.0
2021-12-06,2263893,2004725,34035,14209891,30275552,15572,26936,123,87262,40156,44485443,127418,0.1222119323800405,225133,5645342.0
2021-12-07,2283422,2029599,34144,14314115,30299206,19529,24874,109,104224,23654,44613321,127878,0.15271586981341592,219679,5682586.0
2021-12-08,2299625,2050378,34256,14402912,30323373,16203,20779,112,88797,24167,44726285,112964,0.1434350766615913,214991,5708182.0
2021-12-09,2313889,2069848,34369,14490515,30352156,14264,19470,113,87603,28783,44842671,116386,0.12255769594281099,209672,5733559.0
2021-12-10,2326288,2088912,34489,14577733,30375266,12399,19064,120,87218,23110,44952999,110328,0.11238307591907766,202887,5760933.0
2021-12-11,2335373,2097207,34589,14640412,30382370,9085,8295,100,62679,7104,45022782,69783,0.13018930111918375,203577,5770818.0
2021-12-12,2339498,2104858,34712,14668794,30390678,4125,7651,123,28382,8308,45059472,36690,0.11242845461978741,199928,5772190.0
2021-12-13,2351401,2131874,34826,14751747,30427554,11903,27016,114,82953,36876,45179301,119829,0.09933321650017943,184701,5773293.0
2021-12-14,2368105,2152557,34939,14848526,30450752,16704,20683,113,96779,23198,45299278,119977,0.13922668511464698,180609,5789082.0
2021-12-15,2379722,2171310,35062,14924010,30474321,11617,18753,123,75484,23569,45398331,99053,0.11728064773404137,173350,5799379.0
2021-12-16,2389220,2188435,35158,15002497,30504149,9498,17125,96,78487,29828,45506646,108315,0.08768868577759313,165627,5807706.0
2021-12-17,2398181,2204872,35246,15079421,30528755,8961,16437,88,76924,24606,45608176,101530,0.08825962769624741,158063,5819956.0
2021-12-18,2404165,2211986,35348,15129202,30538939,5984,7114,102,49781,10184,45668141,59965,0.0997915450679563,156831,5820636.0
2021-12-19,2407907,2218387,35416,15158926,30549035,3742,6401,68,29724,10096,45707961,39820,0.09397287795077851,154104,5816428.0
2021-12-20,2416505,2240719,35495,15232318,30582391,8598,22332,79,73392,33356,45814709,106748,0.08054483456364522,140291,5816680.0
2021-12-21,2428346,2257215,35576,15314878,30604317,11841,16496,81,82560,21926,45919195,104486,0.11332618724039584,135555,5814621.0
2021-12-22,2436039,2271968,35660,15393634,30624472,7693,14753,84,78756,20155,46018106,98911,0.07777699143674617,128411,5798736.0
2021-12-23,2443398,2284432,35718,15483002,30640754,7359,12464,58,89368,16282,46123756,105650,0.06965451964032182,123248,5741238.0
2021-12-24,2445443,2296672,35796,15503768,30645297,2045,12240,78,20766,4543,46149065,25309,0.0808012959816666,112975,5655483.0
2021-12-25,2446532,2302052,35863,15517384,30650715,1089,5380,67,13616,5418,46168099,19034,0.05721340758642429,108617,5476897.0
2021-12-26,2448546,2306979,35947,15538445,30660516,2014,4927,84,21061,9801,46198961,30862,0.06525824638714277,105620,5451331.0
2021-12-27,2455405,2325205,35998,15594288,30684796,6859,18226,51,55843,24280,46279084,80123,0.08560588095802703,94202,5566417.0
2021-12-28,2464484,2338164,36070,15653717,30702400,9079,12959,72,59429,17604,46356117,77033,0.11785858008905274,90250,5543566.0
2021-12-29,2470639,2348787,36144,15697767,30719918,6155,10623,74,44050,17518,46417685,61568,0.09997076403326403,85708,5512943.0
2021-12-30,2476394,2357622,36202,15737344,30736436,5755,8835,58,39577,16518,46473780,56095,0.10259381406542473,82570,5471295.0
2021-12-31,2481389,2366375,36257,15772851,30744817,4995,8753,55,35507,8381,46517668,43888,0.1138124316441852,78757,5391559.0
2022-01-01,2482479,2370757,36301,15781554,30749001,1090,4382,44,8703,4184,46530555,12887,0.08458136106153488,75421,5357986.0
2022-01-02,2484405,2374675,36352,15801143,30760502,1926,3918,51,19589,11501,46561645,31090,0.061949179800578964,73378,5348919.0
2022-01-03,2493747,2387597,36413,15874588,30800620,9342,12922,61,73445,40118,46675208,113563,0.08226270880480438,69737,5385268.0
2022-01-04,2503921,2396124,36472,15946114,30825744,10174,8527,59,71526,25124,46771858,96650,0.10526642524573203,71325,5435070.0
2022-01-05,2511302,2403775,36511,15999697,30847662,7381,7651,39,53583,21918,46847359,75501,0.0977602945656349,71016,5438943.0
2022-01-06,2517938,2408900,36568,16056959,30870744,6636,5125,57,57262,23082,46927703,80344,0.08259484217863189,72470,5457878.0
2022-01-07,2524604,2409913,36613,16125283,30887295,6666,1013,45,68324,16551,47012578,84875,0.07853902798232695,78078,5483427.0
2022-01-08,2528564,2411592,36656,16165653,30894602,3960,1679,43,40370,7307,47060255,47677,0.08305891729764876,80316,5484335.0
2022-01-09,2531326,2414886,36678,16189511,30902938,2762,3294,22,23858,8336,47092449,32194,0.08579238367397651,79762,5478575.0
2022-01-10,2538668,2424954,36721,16261163,30938374,7342,10068,43,71652,35436,47199537,107088,0.068560436276707,76993,5478607.0
2022-01-11,2551039,2431664,36758,16339199,30960016,12371,6710,37,78036,21642,47299215,99678,0.12410963301831898,82617,5484865.0
2022-01-12,2562492,2437094,36798,16404555,30979440,11453,5430,40,65356,19424,47383995,84780,0.1350908233073838,88600,5487674.0
2022-01-13,2574174,2442659,36827,16474622,31001967,11682,5565,29,70067,22527,47476589,92594,0.12616368231202885,94688,5493882.0
2022-01-14,2587391,2445941,36857,16556282,31019999,13217,3282,30,81660,18032,47576281,99692,0.13257834129117682,104593,5498880.0
2022-01-15,2596681,2445996,36881,16617578,31025681,9290,55,24,61296,5682,47643259,66978,0.1387022604437278,113804,5488203.0
2022-01-16,2603925,2446051,36908,16651961,31033291,7244,55,27,34383,7610,47685252,41993,0.17250494129974042,120966,5472731.0
2022-01-17,2624216,2446270,36931,16744096,31088639,20291,219,23,92135,55348,47832735,147483,0.13758195859861816,141015,5445734.0
2022-01-18,2652685,2446464,36937,16845420,31115777,28469,194,6,101324,27138,47961197,128462,0.2216141738412916,169284,5416972.0
